id,character,default_instruct_ja,attack_instruct_ja,ultimate_instruct_ja,hurt_instruct_ja,death_instruct_ja
community-review-17-20260907,安茲·烏爾·恭,低く重厚で威圧感のある男声。支配者としてゆっくり朗々と言い放つ口調が基調で、内心のモノローグでは砕けた普通の青年声に落ちる二面性がある。通常時の話し方。特定の実在人物の声を模倣しない。,低く重厚で威圧感のある男声。支配者としてゆっくり朗々と言い放つ口調が基調で、内心のモノローグでは砕けた普通の青年声に落ちる二面性がある。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,低く重厚で威圧感のある男声。支配者としてゆっくり朗々と言い放つ口調が基調で、内心のモノローグでは砕けた普通の青年声に落ちる二面性がある。支配者としての威圧的な宣告／超位魔法名の朗唱、慌てる内心モノローグとの落差特定の実在人物の声を模倣しない。,低く重厚で威圧感のある男声。支配者としてゆっくり朗々と言い放つ口調が基調で、内心のモノローグでは砕けた普通の青年声に落ちる二面性がある。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,低く重厚で威圧感のある男声。支配者としてゆっくり朗々と言い放つ口調が基調で、内心のモノローグでは砕けた普通の青年声に落ちる二面性がある。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-18-20260907,吉爾伽美什,張りのある高慢な中高音の男声。傲岸不遜に見下す王の口調で、朗々とした宣言と高笑いが特徴。怒りに転じると低く鋭い威圧になる。通常時の話し方。特定の実在人物の声を模倣しない。,張りのある高慢な中高音の男声。傲岸不遜に見下す王の口調で、朗々とした宣言と高笑いが特徴。怒りに転じると低く鋭い威圧になる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,張りのある高慢な中高音の男声。傲岸不遜に見下す王の口調で、朗々とした宣言と高笑いが特徴。怒りに転じると低く鋭い威圧になる。「雑種！」の嘲笑・高笑いと、宝具「エヌマ・エリシュ」発動の咆哮特定の実在人物の声を模倣しない。,張りのある高慢な中高音の男声。傲岸不遜に見下す王の口調で、朗々とした宣言と高笑いが特徴。怒りに転じると低く鋭い威圧になる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,張りのある高慢な中高音の男声。傲岸不遜に見下す王の口調で、朗々とした宣言と高笑いが特徴。怒りに転じると低く鋭い威圧になる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-19-20260907,桐谷和人,やや低めで落ち着いた少年〜青年声。普段は抑えた淡々とした口調だが、戦闘では一気に熱を帯び、掠れるほど張り上げて叫ぶ。通常時の話し方。特定の実在人物の声を模倣しない。,やや低めで落ち着いた少年〜青年声。普段は抑えた淡々とした口調だが、戦闘では一気に熱を帯び、掠れるほど張り上げて叫ぶ。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,やや低めで落ち着いた少年〜青年声。普段は抑えた淡々とした口調だが、戦闘では一気に熱を帯び、掠れるほど張り上げて叫ぶ。二刀流発動時の張り詰めた叫び（「スターバースト・ストリーム！」）特定の実在人物の声を模倣しない。,やや低めで落ち着いた少年〜青年声。普段は抑えた淡々とした口調だが、戦闘では一気に熱を帯び、掠れるほど張り上げて叫ぶ。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,やや低めで落ち着いた少年〜青年声。普段は抑えた淡々とした口調だが、戦闘では一気に熱を帯び、掠れるほど張り上げて叫ぶ。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-20-20260907,御坂美琴,明るくハリのある中高音の少女声。勝ち気でツンとした口調が基調で、照れると声が裏返り、怒ると勢いよく張り上げる。通常時の話し方。特定の実在人物の声を模倣しない。,明るくハリのある中高音の少女声。勝ち気でツンとした口調が基調で、照れると声が裏返り、怒ると勢いよく張り上げる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,明るくハリのある中高音の少女声。勝ち気でツンとした口調が基調で、照れると声が裏返り、怒ると勢いよく張り上げる。超電磁砲を撃つ時の気合の一喝／「ビリビリ」と呼ばれた時の怒声特定の実在人物の声を模倣しない。,明るくハリのある中高音の少女声。勝ち気でツンとした口調が基調で、照れると声が裏返り、怒ると勢いよく張り上げる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,明るくハリのある中高音の少女声。勝ち気でツンとした口調が基調で、照れると声が裏返り、怒ると勢いよく張り上げる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-21-20260907,鹿目圓,柔らかく高めの少女声。控えめで優しい、息の混じった話し方が基調。決意の場面では震えながらも芯の通った声になり、泣き声との振れ幅が大きい。通常時の話し方。特定の実在人物の声を模倣しない。,柔らかく高めの少女声。控えめで優しい、息の混じった話し方が基調。決意の場面では震えながらも芯の通った声になり、泣き声との振れ幅が大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,柔らかく高めの少女声。控えめで優しい、息の混じった話し方が基調。決意の場面では震えながらも芯の通った声になり、泣き声との振れ幅が大きい。静かな決意の告白（涙声からの芯のある一言）／弓を引く時の小さな気合特定の実在人物の声を模倣しない。,柔らかく高めの少女声。控えめで優しい、息の混じった話し方が基調。決意の場面では震えながらも芯の通った声になり、泣き声との振れ幅が大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,柔らかく高めの少女声。控えめで優しい、息の混じった話し方が基調。決意の場面では震えながらも芯の通った声になり、泣き声との振れ幅が大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-22-20260907,菜月昴,軽くよく通る中音の青年声。テンション高めの早口ツッコミ・ボケが基調だが、絶望時は掠れた絶叫や嗚咽まで振れ幅が非常に大きい。通常時の話し方。特定の実在人物の声を模倣しない。,軽くよく通る中音の青年声。テンション高めの早口ツッコミ・ボケが基調だが、絶望時は掠れた絶叫や嗚咽まで振れ幅が非常に大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,軽くよく通る中音の青年声。テンション高めの早口ツッコミ・ボケが基調だが、絶望時は掠れた絶叫や嗚咽まで振れ幅が非常に大きい。「死に戻り」後の絶望の絶叫・慟哭と、立ち直った時の掠れた決意特定の実在人物の声を模倣しない。,軽くよく通る中音の青年声。テンション高めの早口ツッコミ・ボケが基調だが、絶望時は掠れた絶叫や嗚咽まで振れ幅が非常に大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,軽くよく通る中音の青年声。テンション高めの早口ツッコミ・ボケが基調だが、絶望時は掠れた絶叫や嗚咽まで振れ幅が非常に大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-23-20260907,坂田銀時,気だるく低めの男声。やる気のないダラけた語り口とツッコミの絶叫を行き来し、決め台詞では低く据わった真剣な声に切り替わる。通常時の話し方。特定の実在人物の声を模倣しない。,気だるく低めの男声。やる気のないダラけた語り口とツッコミの絶叫を行き来し、決め台詞では低く据わった真剣な声に切り替わる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,気だるく低めの男声。やる気のないダラけた語り口とツッコミの絶叫を行き来し、決め台詞では低く据わった真剣な声に切り替わる。気だるいボヤキ→ツッコミの絶叫→締めの低い決め台詞という三段の落差特定の実在人物の声を模倣しない。,気だるく低めの男声。やる気のないダラけた語り口とツッコミの絶叫を行き来し、決め台詞では低く据わった真剣な声に切り替わる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,気だるく低めの男声。やる気のないダラけた語り口とツッコミの絶叫を行き来し、決め台詞では低く据わった真剣な声に切り替わる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-24-20260907,奇犽,少年役の女性声優によるややハスキーな中高音のボーイッシュ声。生意気で軽い口調が基調で、殺気を帯びると低く冷たく平坦になる。通常時の話し方。特定の実在人物の声を模倣しない。,少年役の女性声優によるややハスキーな中高音のボーイッシュ声。生意気で軽い口調が基調で、殺気を帯びると低く冷たく平坦になる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,少年役の女性声優によるややハスキーな中高音のボーイッシュ声。生意気で軽い口調が基調で、殺気を帯びると低く冷たく平坦になる。「神速」発動時の低く冷たい呟き／ゴンを呼ぶ切迫した叫び特定の実在人物の声を模倣しない。,少年役の女性声優によるややハスキーな中高音のボーイッシュ声。生意気で軽い口調が基調で、殺気を帯びると低く冷たく平坦になる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,少年役の女性声優によるややハスキーな中高音のボーイッシュ声。生意気で軽い口調が基調で、殺気を帯びると低く冷たく平坦になる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-25-20260907,一拳超人,平坦で気の抜けた中低音の男声。感情の起伏が乏しい棒読み気味の脱力トーンが基調で、ごく稀に低く真剣な声を出す。通常時の話し方。特定の実在人物の声を模倣しない。,平坦で気の抜けた中低音の男声。感情の起伏が乏しい棒読み気味の脱力トーンが基調で、ごく稀に低く真剣な声を出す。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,平坦で気の抜けた中低音の男声。感情の起伏が乏しい棒読み気味の脱力トーンが基調で、ごく稀に低く真剣な声を出す。脱力した「マジ殴り」宣言の低い一言／無感情なツッコミ「あ、そう」特定の実在人物の声を模倣しない。,平坦で気の抜けた中低音の男声。感情の起伏が乏しい棒読み気味の脱力トーンが基調で、ごく稀に低く真剣な声を出す。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,平坦で気の抜けた中低音の男声。感情の起伏が乏しい棒読み気味の脱力トーンが基調で、ごく稀に低く真剣な声を出す。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-26-20260907,名偵探柯南,女性声優による少年声。明るく高めで子供らしい甘さがあるが、推理時は低く鋭い「探偵」の声に切り替わり、緊迫場面では叫びに張りが出る。通常時の話し方。特定の実在人物の声を模倣しない。,女性声優による少年声。明るく高めで子供らしい甘さがあるが、推理時は低く鋭い「探偵」の声に切り替わり、緊迫場面では叫びに張りが出る。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,女性声優による少年声。明るく高めで子供らしい甘さがあるが、推理時は低く鋭い「探偵」の声に切り替わり、緊迫場面では叫びに張りが出る。「真実はいつもひとつ！」の決め台詞／犯人を指す時の低く鋭い一言特定の実在人物の声を模倣しない。,女性声優による少年声。明るく高めで子供らしい甘さがあるが、推理時は低く鋭い「探偵」の声に切り替わり、緊迫場面では叫びに張りが出る。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,女性声優による少年声。明るく高めで子供らしい甘さがあるが、推理時は低く鋭い「探偵」の声に切り替わり、緊迫場面では叫びに張りが出る。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-27-20260907,庫洛魔法使,高めで柔らかく、透明感のある少女の声。語尾が上がる明るい話し方で、驚くと「はにゃーん」「ほえ〜」と抜けた声になり、魔法発動時は凛と張った詠唱になる。通常時の話し方。特定の実在人物の声を模倣しない。,高めで柔らかく、透明感のある少女の声。語尾が上がる明るい話し方で、驚くと「はにゃーん」「ほえ〜」と抜けた声になり、魔法発動時は凛と張った詠唱になる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,高めで柔らかく、透明感のある少女の声。語尾が上がる明るい話し方で、驚くと「はにゃーん」「ほえ〜」と抜けた声になり、魔法発動時は凛と張った詠唱になる。「封印解除（レリーズ）！」の詠唱と、決意の「絶対大丈夫だよ」特定の実在人物の声を模倣しない。,高めで柔らかく、透明感のある少女の声。語尾が上がる明るい話し方で、驚くと「はにゃーん」「ほえ〜」と抜けた声になり、魔法発動時は凛と張った詠唱になる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,高めで柔らかく、透明感のある少女の声。語尾が上がる明るい話し方で、驚くと「はにゃーん」「ほえ〜」と抜けた声になり、魔法発動時は凛と張った詠唱になる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-28-20260907,艾莉絲·伯雷亞斯·格雷拉特,張りのある中音域の少女声で、声量が大きく攻撃的。怒鳴り・啖呵が基調だが、剣の聖地以降は低く抑えた凛々しさが加わる。加隈本人曰く「声も態度もデカくて激しい」。通常時の話し方。特定の実在人物の声を模倣しない。,張りのある中音域の少女声で、声量が大きく攻撃的。怒鳴り・啖呵が基調だが、剣の聖地以降は低く抑えた凛々しさが加わる。加隈本人曰く「声も態度もデカくて激しい」。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,張りのある中音域の少女声で、声量が大きく攻撃的。怒鳴り・啖呵が基調だが、剣の聖地以降は低く抑えた凛々しさが加わる。加隈本人曰く「声も態度もデカくて激しい」。剣を振るう気合いと怒声、「ルーデウスは凄いんだから」の啖呵特定の実在人物の声を模倣しない。,張りのある中音域の少女声で、声量が大きく攻撃的。怒鳴り・啖呵が基調だが、剣の聖地以降は低く抑えた凛々しさが加わる。加隈本人曰く「声も態度もデカくて激しい」。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,張りのある中音域の少女声で、声量が大きく攻撃的。怒鳴り・啖呵が基調だが、剣の聖地以降は低く抑えた凛々しさが加わる。加隈本人曰く「声も態度もデカくて激しい」。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-29-20260907,芙莉蓮,低めで平坦、感情の起伏を抑えた淡々とした少女声。ゆっくりした間と乾いた語尾で千年生きたエルフの達観を表し、詠唱時も声を張らず静かに放つ。通常時の話し方。特定の実在人物の声を模倣しない。,低めで平坦、感情の起伏を抑えた淡々とした少女声。ゆっくりした間と乾いた語尾で千年生きたエルフの達観を表し、詠唱時も声を張らず静かに放つ。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,低めで平坦、感情の起伏を抑えた淡々とした少女声。ゆっくりした間と乾いた語尾で千年生きたエルフの達観を表し、詠唱時も声を張らず静かに放つ。淡々とした「ゾルトラーク」の詠唱と、ぽつりと漏らす独白特定の実在人物の声を模倣しない。,低めで平坦、感情の起伏を抑えた淡々とした少女声。ゆっくりした間と乾いた語尾で千年生きたエルフの達観を表し、詠唱時も声を張らず静かに放つ。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,低めで平坦、感情の起伏を抑えた淡々とした少女声。ゆっくりした間と乾いた語尾で千年生きたエルフの達観を表し、詠唱時も声を張らず静かに放つ。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-30-20260907,尼古貓貓,気怠く脱力した中音域の女性声。だらしなく間延びした語尾（「〜にゃ」）で、タバコを吸って満足する時だけ幸福そうに緩む。通常時の話し方。特定の実在人物の声を模倣しない。,気怠く脱力した中音域の女性声。だらしなく間延びした語尾（「〜にゃ」）で、タバコを吸って満足する時だけ幸福そうに緩む。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,気怠く脱力した中音域の女性声。だらしなく間延びした語尾（「〜にゃ」）で、タバコを吸って満足する時だけ幸福そうに緩む。一服後の脱力した「うめぇにゃ」特定の実在人物の声を模倣しない。,気怠く脱力した中音域の女性声。だらしなく間延びした語尾（「〜にゃ」）で、タバコを吸って満足する時だけ幸福そうに緩む。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,気怠く脱力した中音域の女性声。だらしなく間延びした語尾（「〜にゃ」）で、タバコを吸って満足する時だけ幸福そうに緩む。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-31-20260907,SUN樂,軽快で張りのある青年の中高音。早口のツッコミと独り言が多く、戦闘中はテンションが跳ね上がって叫びと笑いが混じる。通常時の話し方。特定の実在人物の声を模倣しない。,軽快で張りのある青年の中高音。早口のツッコミと独り言が多く、戦闘中はテンションが跳ね上がって叫びと笑いが混じる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,軽快で張りのある青年の中高音。早口のツッコミと独り言が多く、戦闘中はテンションが跳ね上がって叫びと笑いが混じる。格上に挑む時の高揚した叫びと、クソゲーへの早口ツッコミ特定の実在人物の声を模倣しない。,軽快で張りのある青年の中高音。早口のツッコミと独り言が多く、戦闘中はテンションが跳ね上がって叫びと笑いが混じる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,軽快で張りのある青年の中高音。早口のツッコミと独り言が多く、戦闘中はテンションが跳ね上がって叫びと笑いが混じる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-32-20260907,阿薩謝爾,ざらついた中音域のおっさん声で、下品かつハイテンション。調子に乗った大声と、殴られた後の情けない泣き言・命乞いの落差が持ち味。通常時の話し方。特定の実在人物の声を模倣しない。,ざらついた中音域のおっさん声で、下品かつハイテンション。調子に乗った大声と、殴られた後の情けない泣き言・命乞いの落差が持ち味。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,ざらついた中音域のおっさん声で、下品かつハイテンション。調子に乗った大声と、殴られた後の情けない泣き言・命乞いの落差が持ち味。調子に乗った下品な高笑いから、一転して情けない命乞い特定の実在人物の声を模倣しない。,ざらついた中音域のおっさん声で、下品かつハイテンション。調子に乗った大声と、殴られた後の情けない泣き言・命乞いの落差が持ち味。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,ざらついた中音域のおっさん声で、下品かつハイテンション。調子に乗った大声と、殴られた後の情けない泣き言・命乞いの落差が持ち味。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-33-20260907,近衛刀太,女性声優による少年声。やや低めでハスキー寄り、粗野で威勢のいい言い回し。戦闘では歯を食いしばるような気合いと不敵な笑いが出る。通常時の話し方。特定の実在人物の声を模倣しない。,女性声優による少年声。やや低めでハスキー寄り、粗野で威勢のいい言い回し。戦闘では歯を食いしばるような気合いと不敵な笑いが出る。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,女性声優による少年声。やや低めでハスキー寄り、粗野で威勢のいい言い回し。戦闘では歯を食いしばるような気合いと不敵な笑いが出る。不死身を誇る不敵な笑いと、重力剣を振り抜く気合い特定の実在人物の声を模倣しない。,女性声優による少年声。やや低めでハスキー寄り、粗野で威勢のいい言い回し。戦闘では歯を食いしばるような気合いと不敵な笑いが出る。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,女性声優による少年声。やや低めでハスキー寄り、粗野で威勢のいい言い回し。戦闘では歯を食いしばるような気合いと不敵な笑いが出る。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-34-20260907,高速婆婆,しゃがれた低音の老婆声。ドスの利いた威圧と、ふてぶてしい早口の悪態が基調で、笑うと甲高く裏返る。通常時の話し方。特定の実在人物の声を模倣しない。,しゃがれた低音の老婆声。ドスの利いた威圧と、ふてぶてしい早口の悪態が基調で、笑うと甲高く裏返る。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,しゃがれた低音の老婆声。ドスの利いた威圧と、ふてぶてしい早口の悪態が基調で、笑うと甲高く裏返る。「駆けっこで負けたら呪われる」の威圧と、「くそだらあ」の悪態特定の実在人物の声を模倣しない。,しゃがれた低音の老婆声。ドスの利いた威圧と、ふてぶてしい早口の悪態が基調で、笑うと甲高く裏返る。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,しゃがれた低音の老婆声。ドスの利いた威圧と、ふてぶてしい早口の悪態が基調で、笑うと甲高く裏返る。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-35-20260907,炭治郎,誠実で真っ直ぐな少年の中高音。普段は柔らかく丁寧だが、戦闘では喉を絞るような必死の気迫と技名の絶叫になる。通常時の話し方。特定の実在人物の声を模倣しない。,誠実で真っ直ぐな少年の中高音。普段は柔らかく丁寧だが、戦闘では喉を絞るような必死の気迫と技名の絶叫になる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,誠実で真っ直ぐな少年の中高音。普段は柔らかく丁寧だが、戦闘では喉を絞るような必死の気迫と技名の絶叫になる。「ヒノカミ神楽！」技名の絶叫と、絞り出すような「頑張れ炭治郎」特定の実在人物の声を模倣しない。,誠実で真っ直ぐな少年の中高音。普段は柔らかく丁寧だが、戦闘では喉を絞るような必死の気迫と技名の絶叫になる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,誠実で真っ直ぐな少年の中高音。普段は柔らかく丁寧だが、戦闘では喉を絞るような必死の気迫と技名の絶叫になる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-36-20260907,鬼畜王蘭斯,野太く豪快な青年の中低音。「俺様」口調で傲慢・下品、笑いは大きく歯切れがよい。怒鳴りと高笑いの振れ幅が大きい。通常時の話し方。特定の実在人物の声を模倣しない。,野太く豪快な青年の中低音。「俺様」口調で傲慢・下品、笑いは大きく歯切れがよい。怒鳴りと高笑いの振れ幅が大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,野太く豪快な青年の中低音。「俺様」口調で傲慢・下品、笑いは大きく歯切れがよい。怒鳴りと高笑いの振れ幅が大きい。「俺様が最強だ！」の豪快な高笑いと、突撃の怒声特定の実在人物の声を模倣しない。,野太く豪快な青年の中低音。「俺様」口調で傲慢・下品、笑いは大きく歯切れがよい。怒鳴りと高笑いの振れ幅が大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,野太く豪快な青年の中低音。「俺様」口調で傲慢・下品、笑いは大きく歯切れがよい。怒鳴りと高笑いの振れ幅が大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-37-20260907,吉伊卡哇,幼い子役の小さく高い声。台詞はほぼなく「ワァ」「ヤダ」「ウラ」等の一音節の鳴き声と泣き声で、怯えと喜びを表す。通常時の話し方。特定の実在人物の声を模倣しない。,幼い子役の小さく高い声。台詞はほぼなく「ワァ」「ヤダ」「ウラ」等の一音節の鳴き声と泣き声で、怯えと喜びを表す。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,幼い子役の小さく高い声。台詞はほぼなく「ワァ」「ヤダ」「ウラ」等の一音節の鳴き声と泣き声で、怯えと喜びを表す。怯えた「ワァ…」と、討伐で勇気を振り絞る「ウラー！」特定の実在人物の声を模倣しない。,幼い子役の小さく高い声。台詞はほぼなく「ワァ」「ヤダ」「ウラ」等の一音節の鳴き声と泣き声で、怯えと喜びを表す。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,幼い子役の小さく高い声。台詞はほぼなく「ワァ」「ヤダ」「ウラ」等の一音節の鳴き声と泣き声で、怯えと喜びを表す。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-aladdin,阿拉丁,女性声優による無邪気な少年声。高めで明るく、丁寧語（「〜だよ」「〜ですか」）で人懐っこい。ウーゴくんを呼ぶ時や仲間を思う時に声が真っ直ぐ強くなる。通常時の話し方。特定の実在人物の声を模倣しない。,女性声優による無邪気な少年声。高めで明るく、丁寧語（「〜だよ」「〜ですか」）で人懐っこい。ウーゴくんを呼ぶ時や仲間を思う時に声が真っ直ぐ強くなる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,女性声優による無邪気な少年声。高めで明るく、丁寧語（「〜だよ」「〜ですか」）で人懐っこい。ウーゴくんを呼ぶ時や仲間を思う時に声が真っ直ぐ強くなる。「ウーゴくん！」の呼びかけと、無邪気な笑い声特定の実在人物の声を模倣しない。,女性声優による無邪気な少年声。高めで明るく、丁寧語（「〜だよ」「〜ですか」）で人懐っこい。ウーゴくんを呼ぶ時や仲間を思う時に声が真っ直ぐ強くなる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,女性声優による無邪気な少年声。高めで明るく、丁寧語（「〜だよ」「〜ですか」）で人懐っこい。ウーゴくんを呼ぶ時や仲間を思う時に声が真っ直ぐ強くなる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-albus,阿爾巴斯,（提案）感情を削ぎ落とした早口の青年声。36周目の勇者としてNPC台詞をスキップする効率厨の淡々さと、時折漏れる焦燥。通常時の話し方。特定の実在人物の声を模倣しない。,（提案）感情を削ぎ落とした早口の青年声。36周目の勇者としてNPC台詞をスキップする効率厨の淡々さと、時折漏れる焦燥。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,（提案）感情を削ぎ落とした早口の青年声。36周目の勇者としてNPC台詞をスキップする効率厨の淡々さと、時折漏れる焦燥。（提案）「スキップ」の即断と、間に合わない焦りの一言特定の実在人物の声を模倣しない。,（提案）感情を削ぎ落とした早口の青年声。36周目の勇者としてNPC台詞をスキップする効率厨の淡々さと、時折漏れる焦燥。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,（提案）感情を削ぎ落とした早口の青年声。36周目の勇者としてNPC台詞をスキップする効率厨の淡々さと、時折漏れる焦燥。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-bojji,波吉,ボッジは耳が聞こえず言葉も話せない設定のため、台詞はほぼ「あう」「うー」などの母音・息だけの発声。高くて細く、幼く柔らかい少年声で、笑い声・泣き声・驚きの息遣いだけで感情を伝える。通常時の話し方。特定の実在人物の声を模倣しない。,ボッジは耳が聞こえず言葉も話せない設定のため、台詞はほぼ「あう」「うー」などの母音・息だけの発声。高くて細く、幼く柔らかい少年声で、笑い声・泣き声・驚きの息遣いだけで感情を伝える。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,ボッジは耳が聞こえず言葉も話せない設定のため、台詞はほぼ「あう」「うー」などの母音・息だけの発声。高くて細く、幼く柔らかい少年声で、笑い声・泣き声・驚きの息遣いだけで感情を伝える。泣きじゃくりながらも立ち上がる健気さ／嬉しくて飛び跳ねる「あうっ！」特定の実在人物の声を模倣しない。,ボッジは耳が聞こえず言葉も話せない設定のため、台詞はほぼ「あう」「うー」などの母音・息だけの発声。高くて細く、幼く柔らかい少年声で、笑い声・泣き声・驚きの息遣いだけで感情を伝える。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,ボッジは耳が聞こえず言葉も話せない設定のため、台詞はほぼ「あう」「うー」などの母音・息だけの発声。高くて細く、幼く柔らかい少年声で、笑い声・泣き声・驚きの息遣いだけで感情を伝える。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
